index,person,signature,factoid,year,note,sentiment
5111,"Girty, Simon (""Girtley"", ""Yarty""), captain; Pittsburg, later Detroit.","144,5",Leaves,1775,,NEUTRAL
5112,"Girty, Simon (""Girtley"", ""Yarty""), captain; Pittsburg, later Detroit.","147,9",Ambitious to bring Zeisberger captive to Detroit,1779,,POSITIVE
5113,"Gladman, Thomas, captain (""Gletman"").","112,4",Commander of Sensemann's ship,1744,,NEUTRAL
5114,"Gladman, Thomas, captain (""Gletman"").","112,4",Mentioned by Shaw,1744,,NEUTRAL
5115,Gleissy.,"131,1",Man living near Puchcapuch Creek,1765,,NEUTRAL
5116,Gleissy.,"131,1",it.,1765,,NEUTRAL
5117,"Glen, agent of Indian Affairs at Schenectady.","151,1",(Trav.),1783,,NEUTRAL
5118,"Glueck, Anna Magdalena, d. of Peter Glueck.","121,6",Baptized by Grube,1753,,NEUTRAL
5119,"Glueck, Peter.","121,8",Ref. No. 12,1755,,NEUTRAL
5120,"Glueck, Peter.","121,8",Delivering flour No. 15,1755,,NEUTRAL
5121,"Glueck, Peter.","121,9",Neisser's host No. 5,1755,,NEUTRAL
5122,"Glueck, Peter.","121,9",Willing to forward letters to Shamokin No. 5,1755,,NEUTRAL
5123,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5124,"Glueck, Peter.","121,7",Delivering flour,1755,,NEUTRAL
5125,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5126,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5127,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5128,"Glueck, Peter.","121,7",Visitor,1755,,NEUTRAL
5129,"Glueck, Peter.","121,7",Delivering flour,1755,,NEUTRAL
5130,"Glueck, Peter.","121,7",Having difficulties for his pro-Moravian attitude,1755,,NEGATIVE
5131,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5132,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5133,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5134,"Glueck, Peter.","121,7",Ref.,1755,,NEUTRAL
5135,"Glusck, Peter, shoemaker; Northumberland Co., Pa.","121,6",Begging to have a service at his house,1753,,NEUTRAL
5136,"Glusck, Peter, shoemaker; Northumberland Co., Pa.","121,6",Service and baptism by Grube,1753,,NEUTRAL
5137,"Glusck, Peter, shoemaker; Northumberland Co., Pa.","121,6",Grateful for service at his house,1754,,POSITIVE
5138,"Glusck, Peter, shoemaker; Northumberland Co., Pa.","121,6",Very cordial,1754,,NEUTRAL
5139,"Godrey, capt. of the ""Mackina"".","152,2",Guest of Commodore Grant,1786,,POSITIVE
5140,"Godrey, capt. of the ""Mackina"".","152,2",Inquiring about the well-being of his friends,1786,,POSITIVE
5141,"Goebeld, settler; Mahoning Cr.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL
5142,Goeds; Salem resident.,"175,2",Unfriendly criticism of administration of mission land,1817,,NEGATIVE
5143,"Goetje, Anna Barbara, w. of Peter Goetje.","118,2",Visitor at the eastside town,1754,,NEUTRAL
5144,"Goetje, Anna Barbara, w. of Peter Goetje.","118,2",Visiting the homes of the Indian woman,1754,,NEUTRAL
5145,"Goetje, Anna Barbara, w. of Peter Goetje.","118,2",visiting the eastside town,1754,,NEUTRAL
5146,"Goetje, Peter.","118,1",Arriving at Gnadenhutten,1754,,NEUTRAL
5147,"Goetje, Peter.","118,1",Taking over duties in the economy,1754,,NEUTRAL
5148,"Goetje, Peter.","118,1",Member of an investigating committee,1754,,NEUTRAL
5149,"Goetje, Peter.","118,2","Appointed ""Gemein-Junger""",1754,,NEUTRAL
5150,"Goetje, Peter.","118,2",Visitor at the eastside mission house,1754,,NEUTRAL
5151,"Goetje, Peter.","118,3",Transferred to Friedensthal,1755,,NEUTRAL
5152,"Goetje, Peter.","118,3",Going to Nazareth,1755,,NEUTRAL
5153,"Goetje, Peter.","119,1",Storekeeper No. 11,1754,,NEUTRAL
5154,"Goetje, Peter.","118,2",Going to Bethlehem,1754,,NEUTRAL
5155,"Goetje, Peter.","118,2",Ref.,1754,,NEUTRAL
5156,"Goetje, Peter.","118,3",Ref.,1755,,NEUTRAL
5157,"Goldon, doctor, counsellor.","112,14",Ref.,1745,,NEUTRAL
5158,"Golkowaky, George.","125,3",Surveying the Nain land,1762,,NEUTRAL
5159,"Goodrich, Elisha; Sharon Co., Conn.","115,9",Visitor at Pachgatgoch,1759,,NEUTRAL
5160,"Gordon, John (T.), trader; Hamilton, Ohio.","177,4",Furnishing flour,1802,,NEUTRAL
5161,"Gordon, John (T.), trader; Hamilton, Ohio.","177,4",Delivering flour,1802,,NEUTRAL
5162,"Gordon, John (T.), trader; Hamilton, Ohio.","177,14",Ref. No. 2,1802,,NEUTRAL
5163,"Gordon, John (T.), trader; Hamilton, Ohio.","177,4",Arriving after difficult journey in deep snow,1802,,NEGATIVE
5164,"Gordon, Lewis (?).","124,6",Reporting to the Board of Commissioners at Philadelphia No. 4,1763,,NEUTRAL
5165,"Gordon, Lewis (?).","124,6",Ref. No. 20,no date,,NEUTRAL
5166,"Gordon, trader.","177,5",Coming with flour &amp; letters,1803,,NEUTRAL
5167,"Gordon, trader.","177,6",Not seen since last summer,1804,,NEUTRAL
5168,"Gordon, trader.","177,16",Death reported No. 5,1804,,NEGATIVE
5169,"Gordon, trader.","177,5",Stopping at Weapicamikunk,1803,,NEGATIVE
5170,"Gordon, trader.","177,5",Furnishing flour,1803,,NEUTRAL
5171,"Gordon, trader.","177,5",Bringing mail,1803,,NEUTRAL
5172,"Gordon, trader.","177,5",Furnishing flour &amp; salt,1803,,NEUTRAL
5173,"Gordon, trader.","177,5",Travelling with Luckenbach,1803,,NEUTRAL
5174,"Gordon, trader.","177,5",Furnishing flour,1803,,NEUTRAL
5175,"Gore, Francis, governor of Upper Canada.","163,1",Not stopping at Fairfield,1808,,POSITIVE
5176,"Gore, Obadiah; Tschechschequamnink.","172,1",Living across from old mission place,1798,,NEUTRAL
5177,"Goss, Solomon, Methodist minister; Marietta, O.","173,7",Interested in Moravian literature,1810,,POSITIVE
5178,"Gothrup, Thomas, Quaker.","115,6",Visitor at Pachgatgoch,1756,,NEUTRAL
5179,"Gothrup, Thomas, Quaker.","115,6",Former acquaintance of Spangenberg,1756,,NEUTRAL
5180,"Gottachalk, Matthias Gottlieb; Bethlehem.","116,3",Delivering a letter at Gnadenhutten,1748,,NEUTRAL
5181,"Gottachalk, Matthias Gottlieb; Bethlehem.","116,3",Returning,1748,,NEUTRAL
5182,"Graebenstein, Johann, missionary.","116,6",Visitor at Gnadenhutten,1749,,NEUTRAL
5183,"Graebenstein, Johann, missionary.","116,6",Leaving,1749,,NEUTRAL
5184,"Graff, Gertrud, m. n. Jacke, w. of Johann Michael Graff.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL
5185,"Graff, Gertrud, m. n. Jacke, w. of Johann Michael Graff.","117,3",Visiting the homes of the Indians,1752,,NEUTRAL
5186,"Graff, Gertrud, m. n. Jacke, w. of Johann Michael Graff.","117,3",Functioning in a marriage ceremony,1752,,NEUTRAL
5187,"Graff, Johann Michael.","127,2",Rememb. for marrying Regina,1764,,NEUTRAL
5188,"Graff, Johann Michael.","118,2",Remembered,1754,,NEUTRAL
5189,"Graff, Johann Michael.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL
5190,"Graff, Johann Michael.","117,3",Performing a marriage,1752,,NEUTRAL
5191,"Graff, Johann Michael.","117,3",visiting George Kuster family,1752,,NEUTRAL
5192,"Graff, Johann Michael.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL
5193,"Graff, Johann Michael.","117,3",Visiting the homes of the Indians,1752,,NEUTRAL
5194,"Graff, Johann Michael.","117,3",Cond. brief services,1752,,NEUTRAL
5195,"Graff, Johann Michael.","117,3",Host at a lovefeast for children,1752,,NEUTRAL
5196,"Graff, Johann Michael.","117,3",Performing a marriage ceremony,no date,,NEUTRAL
5197,"Graff, Johann Michael.","125,1",Substituting for Mack,1758,,NEUTRAL
5198,"Graff, Johann Michael; Bethlehem.","124,2",Letter for Grube,1761,,NEUTRAL
5199,"Graff, John Michael; Bethlehem, Pennsylvania.","115,9",Letter received by Grube,1759,,NEUTRAL
5200,"Graff, John Michael; Bethlehem, Pennsylvania.","114,5",Letter received by Sensemann,1752,,NEUTRAL
5201,"Graham, New Lights minister.","111,6",Offering help to obtain a non-Moravian minister for Pachgatgoch,1743,,POSITIVE
5202,"Graham, New Lights minister.","111,6",Giving his opinion on Moravian doctrine and discipline,1743,,POSITIVE
5203,"Graham, New Lights minister.","115,3",Ref.,1755,,NEUTRAL
5204,"Graham, New Lights minister; Woodbury, also Southbury, Conn.","111,4-B",Granting leave to preach to the Indians,1743,,POSITIVE
5205,"Graham, New Lights minister; Woodbury, also Southbury, Conn.","111,4-B",Friendly to missionaries,1743,,POSITIVE
5206,"Graham, New Lights minister; Woodbury, also Southbury, Conn.","111,4-B",Accommodating to Mack,1743,,NEUTRAL
5207,"Graham, New Lights minister; Woodbury, also Southbury, Conn.","111,4-A",Ambiguous attitude toward imprisoned missionaries,1743,,NEGATIVE
5208,"Grant, Commodore.","152,2",Celebrating King's birthday with gun salute,1786,,POSITIVE
5209,"Grant, Robert.","163,9",Known for kind services to travelling Moravians,1813,,POSITIVE
5210,"Graverod, Mrs., m. n. Harsen.","164,2",Severely hurt in powder explosion,1802,,NEGATIVE
5211,"Graverod, Mrs., m. n. Harsen.","164,2",Died,1802,,NEGATIVE
5212,"Graverod, Mrs., m. n. Harsen.","164,3",Holy Communion before death,1802,,NEGATIVE
5213,"Gray, James; Allen Tp., Northampton Co., Pa.","124,6",Deposing testimony in murder trial No. 2,1763,,NEGATIVE
5214,"Green (also ""Greening""), Samuel; Hope, N.J.","122,1",Ref.,1752,,NEUTRAL
5215,"Green (also ""Greening""), Samuel; Hope, N.J.","117,2",Ref.,1751,,NEUTRAL
5216,"Green (also ""Greening""), Samuel; Hope, N.J.","117,2",Ref.,1751,,NEUTRAL
5217,"Green (also ""Greening""), Samuel; Hope, N.J.","116,7",Ref.,1750,,NEUTRAL
5218,"Green, James, secretary; Toronto, Ont.","162,15",Writing on behalf of Governor Hunter No. 2,no date,,NEUTRAL
5219,"Green, Samuel.","118,1",Ref.,1754,,NEUTRAL
5220,"Green, Samuel.","118,1",Ref.,1754,,NEUTRAL
5221,"Green, Samuel.","114,1",Friendly and helpful,1749,,POSITIVE
5222,"Green, Samuel.","114,2",Keeping Buninger overnight,1750,,NEUTRAL
5223,"Green, Samuel.","114,4",Idem,1751,,NEUTRAL
5224,"Green, Samuel.","117,3",Ref. app.,1752,,NEUTRAL
5225,"Green, Samuel; Hope, New Jersey.","113,3",Ref.,1746,,NEUTRAL
5226,"Green, Samuel; Hope, New Jersey.","113,1",Offering hospitality to travelling Christians,1746,,NEUTRAL
5227,"Green, Samuel; Hope, New Jersey.","114,1",Ref.,1747,,NEUTRAL
5228,"Green, Samuel; Hope, New Jersey.","114,1",Providing food for travelling Indians,1749,,NEUTRAL
5229,"Greene, Nathanael.","175,2",Uncle of young man liberated from slavery,1816,,NEGATIVE
5230,"Greening, James.","116,7",Visitor at Gnadenhutten,1750,,NEUTRAL
5231,"Greening, James.","116,7",Conducting service,1750,,NEUTRAL
5232,"Greening, James; Philadelphia, Pa.","112,6",Ref. No. 12,1744,,NEUTRAL
5233,"Greer (""Grier""), Mary, m. n. Evrett; Gnadenhutten.","171,13",Visitor at Goshen,1803,,NEUTRAL
5234,"Greer, Hannah.","171,5",New resident at Gnadenhutten,1799,,NEUTRAL
5235,"Greer, Hannah.","171,7",visitor at Goshen,1800,,NEUTRAL
5236,"Greer, Hannah.","171,7",Returning to Gnadenhutten,1800,,NEUTRAL
5237,"Greer, Hannah.","171,9",Visitor at Goshen,1801,,NEUTRAL
5238,"Greer, Paul; Gnadenhutten.","171,4",To Goshen for H. Communion,1799,,NEUTRAL
5239,"Greer, Paul; Gnadenhutten.","171,9",Getting assistance in raising his new house,1801,,NEUTRAL
5240,"Greer, Paul; Gnadenhutten.","171,10",Employing Goshen Indians as carpenters,1802,,NEUTRAL
5241,"Gregg, b. of Eleanor Gambold, m. n. Guagg.","112,9",Visiting missionaries in jail,1745,,NEUTRAL
5242,"Gregg, Eleanor, ""Nelly"".","112,2",Noble's housekeeper,1744,,NEUTRAL
5243,Gregor.,"151,6",Mentioned erroneously 9 E,1782,,NEUTRAL
5244,"Gregor, Christian.","163,6",Visit at Friedenshutten remembered,1810,,NEUTRAL
5245,"Gregor, Christian Friedrich.","177,4",Death reported,1802,,NEGATIVE
5246,"Gregor, Christian, bishop.","171,9",Death reported,1802,,NEGATIVE
5247,"Gregor, Christian, bishop.","172,3",Recipient of letter from Mortimer No. 1,1798,,NEUTRAL
5248,"Gregor, Christian, bishop.","172,1",Rememb.,1798,,NEUTRAL
5249,"Gregor, Christian, bishop.","161,5",Remembered for copying music for use of Indian congregations,1798,,NEUTRAL
5250,"Gregor, Christian, bishop.","131,8",Presiding at Holy Communion,1771,,NEUTRAL
5251,"Gregor, Christian, bishop.","131,8",Conducting children's service,1771,,NEUTRAL
5252,"Gregor, Christian, bishop.","131,8",Using Mahican language for singing,1771,,NEUTRAL
5253,"Gregor, Christian, bishop.","131,8",Leaving,1771,,NEUTRAL
5254,"Gregor, Christian, bishop.","131,8",Reporting safe arrival,1771,,POSITIVE
5255,"Gregor, Christian, bishop.","131,8",Greetings conveyed,1771,,POSITIVE
5256,"Gregor, Christian, bishop.","131,6",Letter dated Fulneck,1768,,NEUTRAL
5257,"Gregor, Christian, bishop.","131,6",reed.,1769,,NEUTRAL
5258,"Gregor, Christian, bishop.","131,8",Visit to Frhutten announced,1771,,NEUTRAL
5259,"Gregor, Christian, bishop.","131,8",To be escorted on journey,1771,,NEUTRAL
5260,"Gregor, Christian, bishop.","131,8",To be escorted on canoe trip,1771,,NEUTRAL
5261,"Gregor, Christian, bishop.","133,3",Expected soon,1771,,NEUTRAL
5262,"Gregor, Christian, bishop.","133,3",Met by Roth,1771,,NEUTRAL
5263,"Gregor, Christian, bishop.","133,3",Leaving,1771,,NEUTRAL
5264,"Gregor, Christian, bishop.","133,3",Visit called a blessing,1771,,POSITIVE
5265,"Gregor, Christian, bishop.","131,8",Conducting service at Frhutten,1771,,NEUTRAL
5266,"Gregor, Christian, bishop.","137,2",Visit at Frhutten reported,1771,,NEUTRAL
5267,"Gregor, Christian, bishop.","131,8",To receive letter from Schmick,1771,,NEUTRAL
5268,"Gregor, Christian, bishop.","131,8",Letter and poem on Wyalusing journey,1771,,NEUTRAL
5269,"Gregor, Christian, bishop.","133,3",Author of poem on journey to Indian Country,1771,,NEUTRAL
5270,"Gregor, Christian, bishop.","131,8",Correspondent,1771,,NEUTRAL
5271,"Gregor, Christian, bishop.","131,8",Visitor (mem.),1771,,NEUTRAL
5272,"Gregor, Christian, bishop.","131,8",To receive letter from Schmick,1772,,NEUTRAL
5273,"Gregor, Christian, bishop.","131,8",Letter to Schmick,1772,,NEUTRAL
5274,"Gregor, Christian, Moravian bishop in Germany.","141,10",Remembered,1779,,NEUTRAL
5275,"Griffin, trader.","171,3",Bringing corn &amp; flour to Goshen,1799,,NEUTRAL
5276,"Griffin, trader.","171,7",Visitor at Goshen,1800,,NEUTRAL
5277,"Griffin, trader.","171,8",Rememb. for giving seed of fruit trees,1801,,POSITIVE
5278,"Griffin, trader; Charleston.","171,2",Buying hides at Goshen,1798,,NEGATIVE
5279,"Griffin, trader; Charleston.","171,2",Coming again,1799,,NEUTRAL
5280,"Griffin, trader; Charleston.","171,2",Pleased at honesty of Christian Indians,1799,,POSITIVE
5281,"Griffin, trader; Charleston.","171,2",Trading merchandise for hides,1799,,NEGATIVE
5282,"Griffin, trader; Charleston.","171,2",Bringing corn &amp; flour,1799,,NEUTRAL
5283,"Griffin, trader; Charleston.","171,2",Returning,1799,,NEUTRAL
5284,"Gross, Andress; Bethlehem.","117,3",Taking over duties at Gnadenhutten,1752,,NEUTRAL
5285,"Gross, Andress; Bethlehem.","117,3",Hauling grain,1752,,NEUTRAL
5286,"Gross, Andress; Bethlehem.","117,3",Id.,1752,,NEUTRAL
5287,"Gross, Andress; Bethlehem.","117,4",Fetching grain,1753,,NEUTRAL
5288,"Gross, Andress; Bethlehem.","117,4",Business trip to Bethlehem,1753,,NEUTRAL
5289,Grube Bernhard Adam.,"118,1",Arriving at Gnadenhutten,1754,,NEUTRAL
5290,Grube Bernhard Adam.,"118,1",Evening service at the Indian settlement,1754,,NEUTRAL
5291,Grube Bernhard Adam.,"118,1",Spending the night at the new settlement,1754,,NEUTRAL
5292,Grube Bernhard Adam.,"118,1",Specializing in work among the Delawares,1754,,NEUTRAL
5293,"Grube, Anna Johanna.","115,9",Sick,1759,,NEGATIVE
5294,"Grube, Anna Johanna.","115,9",Happy and healthy child,1759,,POSITIVE
5295,"Grube, Anna Johanna.","115,9",Lovefeast on her second birthday,1759,,NEUTRAL
5296,"Grube, Anna Johanna.","115,9",Weaned,1759,,NEUTRAL
5297,"Grube, Anna Johanna.","115,10",Leaving Pachgatgoch with her parents,1760,,NEUTRAL
5298,"Grube, Anna Johanna.","115,9",A happy child,1759,,POSITIVE
5299,"Grube, Anna Johanna.","115,9",Sick,1760,,NEGATIVE
5300,"Grube, Anna Johanna.","115,9",Disturbed by the story of Christ's ascension,1760,,NEGATIVE
5301,"Grube, Anna Johanna.","115,9",Lovefeast on her birthday,1760,,NEUTRAL
5302,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",Arriving at Pachgatgoch,1758,,NEUTRAL
5303,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",Sick,1758,,NEGATIVE
5304,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",Very sick,1758,,NEGATIVE
5305,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",Improving,1758,,POSITIVE
5306,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",A happy child,1758,,POSITIVE
5307,"Grube, Anna Johanna, d. Bernhard Adam and Margaretha Elisabeth Grube.","115,8",Happy and well,1758,,POSITIVE
5308,"Grube, Bernhard.","114,5",Preaching,1751,,NEUTRAL
5309,"Grube, Bernhard.","114,5",Writing letters for the Indians,1751,,NEUTRAL
5310,"Grube, Bernhard.","114,5",Leaving for Bethlehem,1751,,NEUTRAL
5311,"Grube, Bernhard.","114,5",His translations appreciated,1751,,POSITIVE
5312,"Grube, Bernhard.","114,5",Idem,1752,,NEUTRAL
5313,"Grube, Bernhard.","115,9",Yielding his horse for military use,1759,,NEUTRAL
5314,"Grube, Bernhard.","115,9",Trip to Sichem,1759,,NEUTRAL
5315,"Grube, Bernhard.","115,9",Sick and unable to conduct services,1759,,NEGATIVE
5316,"Grube, Bernhard.","115,9",Encounter with a snake,1759,,NEUTRAL
5317,"Grube, Bernhard.","115,9",Trip to Sichem,1759,,NEUTRAL
5318,"Grube, Bernhard.","115,9",Declining invitation to a wedding,1759,,NEUTRAL
5319,"Grube, Bernhard.","115,8",Hauling wood,1758,,NEUTRAL
5320,"Grube, Bernhard.","115,8",Playing the zither,1758,,POSITIVE
5321,"Grube, Bernhard.","115,8",Chopping wood,1758,,NEUTRAL
5322,"Grube, Bernhard.","115,8",Assisting Zeisberger in masonry work,1758,,NEUTRAL
5323,"Grube, Bernhard.","115,8",Baking lovefeast buns,1758,,NEUTRAL
5324,"Grube, Bernhard.","115,8",Trip to the Oblong,1758,,NEUTRAL
5325,"Grube, Bernhard.","115,8",Baking bread for lovefeast,1758,,NEUTRAL
5326,"Grube, Bernhard.","115,8",Quite sick,1758,,NEGATIVE
5327,"Grube, Bernhard.","115,9",Baking bread,1759,,NEUTRAL
5328,"Grube, Bernhard.","115,9",Grateful for donation of firewood,1759,,POSITIVE
5329,"Grube, Bernhard.","115,9",Not fit for hard physical labor,1759,,NEGATIVE
5330,"Grube, Bernhard.","151,6",Receipt of letter from Shebosh 2C undated; Idem 5B undated; Ref. 6A,1781,,NEUTRAL
5331,"Grube, Bernhard.","151,6",Forwarding news received from Shebosh 9E,1782,,NEUTRAL
5332,"Grube, Bernhard.","114,3",Greetings to the Pachgatgoch Christians,1751,,POSITIVE
5333,"Grube, Bernhard.","114,5",Arriving at Pachgatgoch,1751,,NEUTRAL
5334,"Grube, Bernhard.","114,5",Conducting services and private interviews,1751,,NEUTRAL
5335,"Grube, Bernhard.","114,5",Translating verses into Wampanoag,1751,,NEUTRAL
5336,"Grube, Bernhard.","115,9",Danger of drowning in the Housatonic River,1759,,NEGATIVE
5337,"Grube, Bernhard.","115,9",Butchering pigs,1759,,NEUTRAL
5338,"Grube, Bernhard.","115,9",Baking lovefeast buns,1759,,NEUTRAL
5339,"Grube, Bernhard.","115,9",Bringing comfort to Gideon,1760,,POSITIVE
5340,"Grube, Bernhard.","115,9",Breaking down with his sled,1760,,NEUTRAL
5341,"Grube, Bernhard.","115,9",Service at the bier of Gideon,1760,,NEUTRAL
5342,"Grube, Bernhard.","115,9",Taking Communion with his wife on married people's day,1759,,NEUTRAL
5343,"Grube, Bernhard.","115,9",Remembering anniversary of his arrival at Pachgatgoch,1759,,NEUTRAL
5344,"Grube, Bernhard.","115,9",Avoiding a theological conversation,1759,,NEGATIVE
5345,"Grube, Bernhard.","115,9",Outspoken in denouncing alcoholic excesses,1759,,NEUTRAL
5346,"Grube, Bernhard.","114,6",Teaching German and English at Meniolagomekah,1752,,NEUTRAL
5347,"Grube, Bernhard.","115,9",Not cut out for hard work in the woods,1760,,POSITIVE
5348,"Grube, Bernhard.","115,9",Called back from Pachgatgoch by lot decision Supplement,1760,,NEUTRAL
5349,"Grube, Bernhard.","115,9",Soon to be relieved,1760,,POSITIVE
5350,"Grube, Bernhard.","115,9",To be replaced by Mack,1760,,NEUTRAL
5351,"Grube, Bernhard.","115,10",Leaving Pachgatgoch,1760,,NEUTRAL
5352,"Grube, Bernhard.","115,10",Taking care of Mack's household goods,1760,,POSITIVE
5353,"Grube, Bernhard.","115,10",Owing money to Hays,1760,,NEUTRAL
5354,"Grube, Bernhard.","115,10",Letter received by Mack,1760,,NEUTRAL
5355,"Grube, Bernhard.","115,10",Ref.,1760,,NEUTRAL
5356,"Grube, Bernhard.","115,10",Ref.,1760,,NEUTRAL
5357,"Grube, Bernhard.","115,3",Letter read to Pachgatgoch Christians,1755,,NEUTRAL
5358,"Grube, Bernhard.","115,8",Arriving at Pachgatgoch,1758,,NEUTRAL
5359,"Grube, Bernhard.","115,8",Handicapped by an injury to his back,1758,,NEGATIVE
5360,"Grube, Bernhard.","115,15",Ref. No. 21 1760; Folder 9; Sick with a swollen face,1760,,NEGATIVE
5361,"Grube, Bernhard.","115,15",Trip to Sichem,1760,,NEUTRAL
5362,"Grube, Bernhard.","115,15",Wedding anniversary,1760,,NEUTRAL
5363,"Grube, Bernhard.","115,15",Discussion with Indian Separates,1760,,NEUTRAL
5364,"Grube, Bernhard Adam.","125,1",Ref.,1758,,NEUTRAL
5365,"Grube, Bernhard Adam.","125,1",Visitor,1758,,NEUTRAL
5366,"Grube, Bernhard Adam.","125,1",Coming from Gnadenthal,1758,,NEUTRAL
5367,"Grube, Bernhard Adam.","125,1",Farewell service with the Bethlehem Indians,1758,,NEUTRAL
5368,"Grube, Bernhard Adam.","118,3",Returning to Gnadenhutten,1755,,NEUTRAL
5369,"Grube, Bernhard Adam.","118,6","Writer of 2 letters to Spangenberg Oct., Nov. 1755; Ref. No. 27",1755,,NEUTRAL
5370,"Grube, Bernhard Adam.","118,6",Writing with a sore hand No. 28,1755,,POSITIVE
5371,"Grube, Bernhard Adam.","118,5",News of his marriage received with joy No. 14,1755,,POSITIVE
5372,"Grube, Bernhard Adam.","118,5",House under construction No. 19,1755,,NEUTRAL
5373,"Grube, Bernhard Adam.","118,5",Criticized for over-long honey-moon at Bethlehem No. 25,1755,,NEGATIVE
5374,"Grube, Bernhard Adam.","118,3",Coming to Gnadenhutten,1755,,NEUTRAL
5375,"Grube, Bernhard Adam.","173,3",Rememb.,1806,,NEUTRAL
5376,"Grube, Bernhard Adam.","118,3",Engaged to Marg. Elis. Busse,1755,,POSITIVE
5377,"Grube, Bernhard Adam.","118,3",Host at a lovefeast,1755,,NEUTRAL
5378,"Grube, Bernhard Adam.","118,3",His Delaware studies referred to,1755-05-03,marg.,NEUTRAL
5379,"Grube, Bernhard Adam.","118,3",Returning from Nazareth,1755,,NEUTRAL
5380,"Grube, Bernhard Adam.","171,6",Ref. to his advanced age,1800,,POSITIVE
5381,"Grube, Bernhard Adam.","171,7",Affectionate &amp; fatherly letter to the Goshen Christians,1800,,POSITIVE
5382,"Grube, Bernhard Adam.","118,6",Words to an unconverted Indian girl No. 3,1755,,NEUTRAL
5383,"Grube, Bernhard Adam.","118,6",Suggested for service at Scatticock No. 15,1755,,NEUTRAL
5384,"Grube, Bernhard Adam.","118,6",Happy to be at Gnadenhutten No. 19,1755,,POSITIVE
5385,"Grube, Bernhard Adam.","118,6",Sick No. 20,1755,,NEGATIVE
5386,"Grube, Bernhard Adam.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL
5387,"Grube, Bernhard Adam.","118,4",Conversation with Paxenoss and Elisabeth,1755,,NEUTRAL
5388,"Grube, Bernhard Adam.","118,4",Sleepless during a cold night,1755,,NEUTRAL
5389,"Grube, Bernhard Adam.","118,4",Using a standard illustration,1755,,NEUTRAL
5390,"Grube, Bernhard Adam.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL
5391,"Grube, Bernhard Adam.","117,3",Playing the spinet,1752,,POSITIVE
5392,"Grube, Bernhard Adam.","117,3",Member of conference,1752,,NEUTRAL
5393,"Grube, Bernhard Adam.","117,3",Designated as resident missionary for Meniolagomekah,1752,,NEUTRAL
5394,"Grube, Bernhard Adam.","118,4",Teaching school for the boys,1755,,NEUTRAL
5395,"Grube, Bernhard Adam.","118,4",Conducting singing class for Delaware men,1755,,NEUTRAL
5396,"Grube, Bernhard Adam.","118,4",Praised for his teaching ability,1755,,POSITIVE
5397,"Grube, Bernhard Adam.","118,4",Reporting a pastoral conversation eod. d.; Going to Bethlehem,1755,,NEUTRAL
5398,"Grube, Bernhard Adam.","137,3",Letter received by Jungmann,1772,,NEUTRAL
5399,"Grube, Bernhard Adam.","133,1",Remembered by Nathanael,1769,,NEUTRAL
5400,"Grube, Bernhard Adam.","114,2",Coming to Pachgatgoch to conduct Communion service,1750,,NEUTRAL
5401,"Grube, Bernhard Adam.","114,2",Conveying greetings,1750,,POSITIVE
5402,"Grube, Bernhard Adam.","114,2",Conducting services,1750,,NEUTRAL
5403,"Grube, Bernhard Adam.","114,2",Farewell service at Pachgatgoch 6/,1750,,NEUTRAL
5404,"Grube, Bernhard Adam.","114,2",Returning to Bethlehem 6/,1750,,NEUTRAL
5405,"Grube, Bernhard Adam.","114,2",Remembered for a baptism,1750,,NEUTRAL
5406,"Grube, Bernhard Adam.","124,4",Receiving proof-sheets of his Delaware hymnbook,1763,,NEUTRAL
